,business_id,name,stars,review_count,attributes,categories,hours,LocationKey,X1
2264,TougouQiVvK8JD963HH-dQ,The Yoga Lounge,3.5,17,{'GoodForKids': 'False'},"Fitness & Instruction, Yoga, Active Life, Education, Specialty Schools","{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '9:30-21:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '9:0-17:0', 'Sunday': '9:30-19:30'}",2265,2264.0
2292,Z3DZY2IT2oOXB8XM3j2MfQ,Sidney Smith Hall,2.5,10,,"Colleges & Universities, Education",,2293,2292.0
2363,ifiHuyWsp98VbNpFC7JfAg,Alex Driving School,4.0,4,,"Education, Driving Schools, Specialty Schools, Local Services","{'Monday': '8:30-19:0', 'Tuesday': '8:30-19:30', 'Wednesday': '8:30-19:30', 'Thursday': '8:30-19:0', 'Friday': '8:30-19:0', 'Saturday': '8:30-17:0', 'Sunday': '8:30-10:30'}",2364,2363.0
2419,NcnCiTxCcUu8YkwIakq7KQ,John Howardson Dance,1.0,3,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'True'}","Education, Specialty Schools, Dance Studios, Active Life, Fitness & Instruction",,2420,2419.0
2487,fSZy3n7q4-iFIbkc55sn7g,Knife,4.0,12,"{'RestaurantsPriceRange2': '4', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Specialty Schools, Kitchen & Bath, Education, Knife Sharpening, Home Services, Home & Garden, Professional Services, Shopping, Local Services","{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-17:0'}",2488,2487.0
2559,2rGCGV1ac-bPCeH_Xn_x0Q,The Chef Upstairs,4.0,15,,"Event Planning & Services, Caterers, Personal Chefs, Education, Specialty Schools, Venues & Event Spaces, Cooking Schools","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0'}",2560,2559.0
2835,1DWYMTniZ8UPoxJPvvkVqA,OISE Library,3.0,3,"{'WiFi': ""'free'""}","Colleges & Universities, Public Services & Government, Education, Libraries","{'Monday': '8:30-19:0', 'Tuesday': '8:30-19:0', 'Wednesday': '8:30-19:0', 'Thursday': '8:30-19:0', 'Friday': '8:30-17:0', 'Saturday': '9:0-17:0'}",2836,2835.0
2941,s9NiMZmqdtSuZdsH2lCJsw,Kidville - Yonge Lawrence Village,3.0,4,,"Education, Party & Event Planning, Educational Services, Child Care & Day Care, Local Services, Event Planning & Services, Preschools","{'Monday': '9:0-17:30', 'Tuesday': '9:0-17:30', 'Wednesday': '9:0-17:30', 'Thursday': '9:0-17:30', 'Friday': '9:0-17:30', 'Saturday': '9:0-17:30', 'Sunday': '10:0-17:30'}",2942,2941.0
2993,7Zr3wFW3D9OR9coeMcBxTw,Bonnie Gordon College of Confectionary Arts,2.5,3,,"Cooking Schools, Education, Specialty Schools, Adult Education, Colleges & Universities","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",2994,2993.0
3037,46lOTYXr4wGJOT9LZHyXOQ,Knights On Guard Security,2.5,3,,"Vocational & Technical School, Home Services, Specialty Schools, Security Systems, Security Services, Professional Services, Education","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",3038,3037.0
3245,7M-AZNJB_nrwN824_spXaQ,New College Residence,4.0,4,{'ByAppointmentOnly': 'False'},"Home Services, Colleges & Universities, University Housing, Education, Real Estate","{'Monday': '4:0-3:0', 'Tuesday': '4:0-3:0', 'Wednesday': '4:0-3:0', 'Thursday': '4:0-3:0', 'Friday': '4:0-3:0', 'Saturday': '4:0-3:0', 'Sunday': '4:0-3:0'}",3246,3245.0
3523,mh_6-SMr4EudgL2OqD7YvQ,Toronto Institute of Bartending,3.0,8,,"Bartending Schools, Specialty Schools, Education","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0'}",3524,3523.0
3573,LeVQrhTabVcVRjCZkSm0Ig,Action Potential Lab,5.0,3,,"Summer Camps, Active Life, Event Planning & Services, Education, Party & Event Planning","{'Monday': '10:0-15:0', 'Tuesday': '10:0-15:0', 'Wednesday': '10:0-15:0', 'Thursday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",3574,3573.0
3606,xYrCvcKh5-Z0DIDrNyo8qA,All Star Driving School,1.5,8,,"Automotive, Education, Specialty Schools, Driving Schools",,3607,3606.0
3782,9--uUck9knR5I9AzBp1RRA,OzPrep LSAT Tutoring,3.5,3,"{'WiFi': ""u'free'""}","Test Preparation, Tutoring Centers, Private Tutors, Education","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}",3783,3782.0
3792,qQOysPSAXDMs1rLy6KOiMw,The Rock Oasis,3.5,41,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Fitness & Instruction, Active Life, Climbing, Education","{'Monday': '9:0-23:0', 'Tuesday': '9:0-23:0', 'Wednesday': '9:0-23:0', 'Thursday': '9:0-23:0', 'Friday': '9:0-23:0', 'Saturday': '9:0-23:0', 'Sunday': '9:0-23:0'}",3793,3792.0
3870,7Rk0G2pBlTCm2kQsNepEgQ,Project Management Academy,4.5,3,,"Education, Adult Education, Test Preparation, Tutoring Centers","{'Monday': '8:30-18:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0'}",3871,3870.0
3888,qI_oSZvVlV_PJWfNaoXFGw,HackerYou,5.0,13,,"Educational Services, Specialty Schools, Vocational & Technical School, Education","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}",3889,3888.0
3971,RbD3u_hDd3SkGwB4kOl1SA,Ivy Global,4.0,3,"{'ByAppointmentOnly': 'False', 'WiFi': ""u'free'""}","Test Preparation, Education, Educational Services, Tutoring Centers","{'Monday': '8:30-19:30', 'Tuesday': '8:30-19:30', 'Wednesday': '8:30-19:30', 'Thursday': '8:30-19:30', 'Friday': '8:30-19:30', 'Saturday': '8:30-17:0', 'Sunday': '8:30-17:0'}",3972,3971.0
4374,hjbQVIGdnWEigxkKqezm7Q,Robarts Library,3.0,25,"{'WiFi': ""u'free'""}","Education, Libraries, Public Services & Government","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-18:0', 'Sunday': '10:0-18:0'}",4375,4374.0
4627,1w9rJtp3hzkGHlBrU7fzkw,Modo Yoga Uptown,3.5,38,"{'GoodForKids': 'False', 'ByAppointmentOnly': 'True', 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Fitness & Instruction, Active Life, Education, Yoga, Specialty Schools","{'Monday': '6:30-20:30', 'Tuesday': '6:30-20:30', 'Wednesday': '6:30-20:30', 'Thursday': '6:30-20:30', 'Friday': '6:30-20:30', 'Saturday': '8:0-18:30', 'Sunday': '9:0-18:30'}",4628,4627.0
4646,rA0oBYgOdsa4KnUhHS_VnA,Kids & Company,2.5,5,,"Local Services, Child Care & Day Care, Education, Preschools","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0'}",4647,4646.0
4650,tlOdqhcAmozKEQ--3qtuWg,Metro College of Technology,2.5,3,,"Education, Colleges & Universities, Adult Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",4651,4650.0
4780,Jt5j8wsIx0hwLChDG3uTfw,Cannabis Cooking Company,5.0,3,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Education, Specialty Schools, Shopping, Cooking Classes, Arts & Crafts","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",4781,4780.0
4959,XsGR8iKN_iI5AT-XRHrJOg,The Inspired Cook,2.5,3,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Home Decor, Kitchen & Bath, Home & Garden, Shopping, Appliances, Cooking Schools, Education, Specialty Schools",,4960,4959.0
5264,9ErvhHgxGTfH0kLTTPNUXw,The Yoga Sanctuary,4.0,30,{'GoodForKids': 'False'},"Fitness & Instruction, Specialty Schools, Education, Yoga, Active Life","{'Monday': '6:30-22:0', 'Tuesday': '9:0-22:0', 'Wednesday': '6:30-22:0', 'Thursday': '9:0-22:0', 'Friday': '6:30-22:0', 'Saturday': '8:30-17:0', 'Sunday': '8:30-17:0'}",5265,5264.0
5617,k54N2c46iivlUqrCy68EYw,Steps Dance Studio,5.0,5,"{'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'GoodForKids': 'False'}","Fitness & Instruction, Dance Schools, Dance Studios, Education, Active Life, Specialty Schools","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '19:30-1:0', 'Sunday': '10:0-19:0'}",5618,5617.0
5754,Xvjy6opnK7UTy9yRuskcRw,Mini Bluebird Montessori,2.5,4,,"Local Services, Education, Child Care & Day Care, Montessori Schools",,5755,5754.0
5921,ilznHX0rbIMi6S7VSZ5WKA,Allegro Music,4.5,3,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Musical Instrument Services, Local Services, Specialty Schools, Musical Instruments & Teachers, Education, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-16:0', 'Friday': '11:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '11:0-17:0'}",5922,5921.0
6151,i8QLvwrGRvUMQtIalnrL_Q,Canadian Aesthetic Academy,2.0,5,,"Specialty Schools, Education, Cosmetology Schools, Colleges & Universities",,6152,6151.0
6203,uJyBkofZ9etaTlw0-av69A,Online Trading Academy Toronto,2.5,7,,"Education, Specialty Schools","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",6204,6203.0
6212,5K0QECU_k09N5Wh151RIKQ,Bebo Mia,5.0,3,"{'AcceptsInsurance': 'False', 'ByAppointmentOnly': 'True'}","Doulas, Health & Medical, Special Education, Professional Services, Doctors, Education, Fertility, Active Life, Educational Services, Business Consulting, Fitness & Instruction, Yoga",,6213,6212.0
6327,QxMgkraDxkA7dmKo8DFHRw,Bees Knees Dance,4.5,3,,"Specialty Schools, Education, Dance Schools","{'Monday': '18:0-21:0', 'Tuesday': '18:0-21:0', 'Wednesday': '18:0-21:0', 'Thursday': '18:30-21:30'}",6328,6327.0
6332,1GLhNtkCpaG-Dvx_BG0qPw,Church of Scientology Toronto,2.0,4,,"Churches, Religious Organizations, Health & Medical, Colleges & Universities, Career Counseling, Professional Services, Counseling & Mental Health, Education","{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}",6333,6332.0
6385,3FttcL5LvIbQK3ABwTfmew,Blue Butterfly Montessori,4.0,4,,"Preschools, Education","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",6386,6385.0
6429,HWSM1RYbbxUaq6L2EOk98A,Cirillo's Culinary Academy,4.5,8,,"Specialty Schools, Education, Cooking Schools",,6430,6429.0
6503,NRsI0j-XzpPQ2rIvhd8wYA,Toronto Scuba Centre,2.0,3,"{'ByAppointmentOnly': 'False', 'GoodForKids': 'True'}","Sporting Goods, Specialty Schools, Education, Shopping, Fashion, Sports Wear, Diving, Active Life, Scuba Diving","{'Monday': '14:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '12:0-17:0'}",6504,6503.0
6517,hG2USPtkeQAgnJ0rp9Q19g,Bizzy B's Stamp and Scrap,4.5,5,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Art Supplies, Office Equipment, Arts & Crafts, Education, Specialty Schools, Shopping","{'Monday': '10:0-20:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}",6518,6517.0
6845,d9Pm4CAbvgqkwyvem446Ig,Downward Dog Yoga Centre,4.0,38,"{'GoodForKids': 'False', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False'}","Pilates, Yoga, Active Life, Education, Fitness & Instruction, Specialty Schools","{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-21:15', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '8:0-15:0', 'Sunday': '9:0-19:15'}",6846,6845.0
6996,5mbJlqEGh1KmadgrGAS3PQ,De La Salle College Oaklands Private School,3.5,3,,"Education, Colleges & Universities, Middle Schools & High Schools, Elementary Schools","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0'}",6997,6996.0
7010,7lA_gA_OqPkQzkirFArKZQ,Henry's School of Imaging,3.5,6,"{'RestaurantsPriceRange2': '4', 'BikeParking': 'False'}","Photography Stores & Services, Hobby Shops, Education, Shopping",,7011,7010.0
7042,3giUFFsxwZT9V_yhEhIawA,Parkside,1.5,4,,"Real Estate, Home Services, Apartments, University Housing","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",7043,7042.0
7224,eXOepvG_wg5JftJaQ1C3dg,Felix's Swim Schools,2.0,3,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Education, Swimming Lessons/Schools, Fitness & Instruction, Specialty Schools, Active Life","{'Monday': '0:0-0:0', 'Wednesday': '16:30-20:30', 'Thursday': '16:30-20:30', 'Saturday': '9:30-13:30', 'Sunday': '9:30-12:30'}",7225,7224.0
7476,rfNYaNw8x4fVyjGkioToNg,Earl Haig Secondary school,1.5,3,,"Education, Middle Schools & High Schools",,7477,7476.0
7597,iK6KWjBtRioorI5HGpPeVQ,Humber College,3.5,7,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3'}","Bookstores, Books, Mags, Music & Video, Education, Shopping, Colleges & Universities","{'Monday': '8:30-16:30', 'Tuesday': '8:30-16:30', 'Wednesday': '8:30-16:30', 'Thursday': '8:30-16:30', 'Friday': '8:30-16:30'}",7598,7597.0
7647,Ccx45RdsWkzRhCcj_0SsBA,Book Smart Tutors,2.0,4,,"Shopping, Musical Instruments & Teachers, Professional Services, Private Tutors, Career Counseling, Test Preparation, Education","{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",7648,7647.0
7765,w6niunkFF3NbPNN5BJBnHQ,Joe Rockhead's Climbing Gym,3.5,28,"{'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Education, Climbing, Active Life, Trainers, Specialty Schools, Fitness & Instruction","{'Monday': '7:0-23:0', 'Tuesday': '7:0-23:0', 'Wednesday': '7:0-23:0', 'Thursday': '7:0-23:0', 'Friday': '7:0-23:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}",7766,7765.0
7922,bAszaQnDHg_Z2y0HbhLcyA,Toronto Central Grosvenor St. YMCA Centre,3.0,35,"{'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Middle Schools & High Schools, Tai Chi, Squash, Active Life, Local Services, Fitness & Instruction, Child Care & Day Care, Gyms, Swimming Pools, Swimming Lessons/Schools, Community Centers, Specialty Schools, Education, Public Services & Government","{'Monday': '5:0-0:0', 'Tuesday': '5:0-0:0', 'Wednesday': '5:0-0:0', 'Thursday': '5:0-0:0', 'Friday': '5:0-0:0', 'Saturday': '7:0-0:0', 'Sunday': '7:0-0:0'}",7923,7922.0
8061,icNGxmOcyVcI3c4rVLqgBA,High Park Martial Arts,3.5,3,,"Sporting Goods, Fitness & Instruction, Shopping, Education, Martial Arts, Specialty Schools, Active Life","{'Monday': '15:0-21:30', 'Tuesday': '15:0-21:30', 'Wednesday': '11:30-19:30', 'Thursday': '15:0-21:30', 'Friday': '16:30-19:30', 'Saturday': '8:30-16:30', 'Sunday': '10:0-11:30'}",8062,8061.0
8074,c0mqmFUNQKE0APAF1r9Ezg,University of Toronto,3.5,41,,"Education, Colleges & Universities","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}",8075,8074.0
8169,P3Q0DMR0H1t6sYiPrnyrBQ,Octopus Garden Yoga Centre,3.5,4,{'GoodForKids': 'True'},"Specialty Schools, Yoga, Active Life, Education, Fitness & Instruction",,8170,8169.0
8181,qItapx5sE3RNtQcuu6fLDA,Dave Snider Music Center Limited,4.5,3,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'BikeParking': 'True'}","Shopping, Musical Instruments & Teachers, Specialty Schools, Education",,8182,8181.0
8203,yWeuBnhuL2OcWnq1sRZvPQ,Aphrodite Cooks,5.0,4,,"Specialty Schools, Education, Event Planning & Services, Cooking Schools, Caterers",,8204,8203.0
8226,nxL2lOZzJctHalnIQNbOQg,BeHot Yoga Toronto,4.0,36,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'no'"", 'GoodForKids': 'False', 'ByAppointmentOnly': 'True', 'BikeParking': 'True'}","Education, Active Life, Specialty Schools, Yoga, Fitness & Instruction","{'Monday': '6:0-22:0', 'Tuesday': '6:0-22:0', 'Wednesday': '6:0-22:0', 'Thursday': '6:0-22:0', 'Friday': '6:0-22:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-20:0'}",8227,8226.0
8271,fB6owyGTxH6NjqQvWBoODQ,North Pole Dance,4.5,3,"{'WheelchairAccessible': 'False', 'BikeParking': 'True', 'ByAppointmentOnly': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Gyms, Dance Studios, Education, Specialty Schools, Fitness & Instruction, Active Life, Dance Schools, Yoga","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-15:0', 'Sunday': '10:0-15:0'}",8272,8271.0
8469,BUelzNAeo3LGh3Z0cygZyQ,AquaMermaid,2.5,3,,"Kids Activities, Party & Event Planning, Fitness & Instruction, Swimming Lessons/Schools, Party Supplies, Active Life, Education, Event Planning & Services, Specialty Schools",{'Saturday': '14:45-16:45'},8470,8469.0
8724,ltWGiiFhsLQ-jJSfO-XAhw,The Bartending School of Ontario,5.0,3,,"Bartending Schools, Bartenders, Adult Education, Event Planning & Services, Specialty Schools, Education","{'Monday': '9:0-21:30', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-18:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",8725,8724.0
8866,CgYlY12JfHlZ2LEcPy6kxg,Heart2Heart CPR,4.0,3,,"First Aid Classes, Specialty Schools, Education","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",8867,8866.0
8915,JYlOG7XXgsfYAvFvp8ghig,IGS Solutions Inc,4.0,12,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","IT Services & Computer Repair, Shopping, Computers, Employment Agencies, Education, Professional Services, Local Services","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0'}",8916,8915.0
9136,9RrL5LoFE3WT3TTQwrZSaQ,Centre for Ayurveda and Indian Systems of Healing,3.0,5,{'ByAppointmentOnly': 'True'},"Health & Medical, Education, Ayurveda, Specialty Schools","{'Tuesday': '10:0-18:0', 'Wednesday': '10:0-15:0', 'Thursday': '10:0-18:0'}",9137,9136.0
